Unnamed: 0,TMDB_ID,Title,Rating,Keywords,Poster_Link,Plot_Story,Genre1,Genre2
0,671,harry potter and the philosopher's stone,7.915,"witch, school friend, friendship, london, england, based on novel or book, magic, boarding school, child hero, school of witchcraft, chosen one, school, shopping, fantasy world, wizard, christmas, based on young adult novel, owl",https://image.tmdb.org/t/p/original/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",12,14.0
1,808,shrek,7.735,"princess, magic, fairy tale, donkey, liberation, lordship, prince, castle, robin hood, enchantment, swamp, parody, anthropomorphism, dragon, woman director, ogre, cartoon donkey",https://image.tmdb.org/t/p/original/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",16,35.0
2,120,the lord of the rings: the fellowship of the ring,8.409,"based on novel or book, orcs, elves, dwarf, magic, loss of loved one, river, fireworks, mine, maze, mountain, new zealand, castle, volcano, birthday party, addiction, uncle, fugitive, battle, death, blizzard, wizard, journey, ring, live action and animation, sword and sorcery, nz",https://image.tmdb.org/t/p/original/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",12,14.0
3,585,"monsters, inc.",7.842,"monster, panic, cheating, kidnapping, door, infant, villain, portal, rivalry, energy supply, friends, hijinks, best friend, chameleon, family, parallel world, conveyor belt, invisibility, energy company, conspirators",https://image.tmdb.org/t/p/original/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",16,35.0
4,8922,jeepers creepers,6.451,"monster, brother, mass murder, sister, aftercreditsstinger, cross country trip, rural",https://image.tmdb.org/t/p/original/g410Y1U1ELbmJG14Zru3UAimm1G.jpg,"On a desolate country highway, two homeward-bound teens are nearly run off the road by a maniac in a beat-up truck, and later spot him shoving what appears to be a body down a sewer pipe.",27,53.0
5,1734,the mummy returns,6.4,"egypt, pyramid, son, mummy, nile, sequel, tomb, ancient egypt, 1930s, egyptian tomb, good versus evil",https://image.tmdb.org/t/p/original/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",12,28.0
7,141,donnie darko,7.78,"airplane, parent child relationship, presidential election, therapist, school performance, halloween, time travel, vandalism, surrealism, loss, imaginary friend, suburbia, arson, vision, school, mental illness, virginia, sleepwalking, 1980s, parallel universe",https://image.tmdb.org/t/p/original/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",14,18.0
8,453,a beautiful mind,7.856,"individual, schizophrenia, love of one's life, intelligence, mathematics, massachusetts, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, delusion, genius, biography, math genius, savant",https://image.tmdb.org/t/p/original/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg,"In a decades-spanning biopic, brilliant mathematician John Forbes Nash Jr. makes history in his field as schizophrenia sets in.",18,10749.0
9,5175,rush hour 2,6.722,"martial arts, los angeles, california, criminal investigation, interracial friendship, buddy cop, duringcreditsstinger, action hero, good versus evil",https://image.tmdb.org/t/p/original/nmllsevWzx7XtrlARs3hHJn5Pf.jpg,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",28,35.0
11,9880,the princess diaries,6.948,"princess, high school, based on novel or book, grandparent grandchild relationship, heir to the throne, royalty, social outcast, fictitious country, based on young adult novel",https://image.tmdb.org/t/p/original/wA4lgl8gmoICSShviCkEB61nIBB.jpg,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",35,10751.0
12,10865,atlantis: the lost empire,6.998,"sea, submarine, mediterranean, atlantis, expedition, museum, cartoon, steampunk, underwater, sea monster, adventurer, ancient civilization, journey, 1910s, dieselpunk",https://image.tmdb.org/t/p/original/iqGKNML7IUqw4wVNobkpkeYZbUQ.jpg,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",16,10751.0
13,8835,legally blonde,6.749,"father murder, blonde, superficiality, beauty salon, law school, murder, chihuahua, girl power, toy dog, blonde stereotype, proving oneself, murder confession",https://image.tmdb.org/t/p/original/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",35,10749.0
14,1018,mulholland drive,7.8,"amnesia, loss of sense of reality, schizophrenia, nightmare, hitman, suppressed past, identity, key, detective, job interview, bisexuality, trauma, hallucination, surreal, surrealism, casting, hollywood, los angeles, california, car accident, audition, doppelgänger, criterion, neo-noir",https://image.tmdb.org/t/p/original/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",53,18.0
15,634,bridget jones's diary,6.745,"daughter, london, england, lovesickness, england, sexual frustration, alcohol, parent child relationship, telecaster, birthday, cigarette, diary, lawyer, reporter, extramarital affair, duringcreditsstinger, woman director",https://image.tmdb.org/t/p/original/9Bd4tsYBTYcgl11lPreQ8W9tXUK.jpg,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",35,10749.0
16,2770,american pie 2,6.233,"summer, beach house, group of friends, tantra, superglue, sex comedy",https://image.tmdb.org/t/p/original/854ZZxXdeabAs90mrV72NqShJqR.jpg,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",35,10749.0
17,855,black hawk down,7.4,"based on novel or book, ambush, chaos, militia, prisoner of war, wound, somalia, warlord, famine, arms dealer, delta force, gunfight, combat, 1990s, mogadishu, rescue operation, peacekeeper, soldiers, street shootout",https://image.tmdb.org/t/p/original/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",28,10752.0
20,161,ocean's eleven,7.437,"prison, casino, pickpocket, strip club, heist, con artist, thief, caper, atlantic city, salt lake city, utah, las vegas, card dealer, explosives expert",https://image.tmdb.org/t/p/original/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",53,80.0
21,9378,thir13en ghosts,6.223,"single parent, chase, supernatural, haunted house, family relationships, remake, money, revenge, betrayal, inheritance, last will and testament, devil, survival horror, evil, ghost",https://image.tmdb.org/t/p/original/6yrrddjIjx0ElCRZp5pTZeqrj3k.jpg,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",27,53.0
22,9889,shallow hal,6.154,"overweight, hypnosis, overweight man, rejection, death of father, volunteer, overweight woman, superficiality, obesity, hospital, dating, falling in love, fat suit, dance club, helping children, physical deformity, beauty standards, superficial, attractiveness, disabled person, inner beauty, peace corps, beauty is in the eye of the beholder, beauty is skin deep",https://image.tmdb.org/t/p/original/q4lZrHWTWuybb6pzMucj1c0ngCW.jpg,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",35,10749.0
23,10778,the man who wasn't there,7.54,"small town, california, hairdresser, con man, insurance fraud, black and white, barber, neo-noir, 1940s",https://image.tmdb.org/t/p/original/gQHBLxJmakVO1h7VnTHwnVplXZs.jpg,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",80,18.0
24,9476,a knight's tale,6.861,"london, england, poetry, rivalry, sword fight, knight, tournament, duel, torture, writer, impostor, church, game, jousting, medieval, aftercreditsstinger",https://image.tmdb.org/t/p/original/srb1XnrlDZHcdpjBKqUu4qAzxKU.jpg,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",12,18.0
25,8007,behind enemy lines,6.358,"rescue, sniper, martial arts, helicopter, escape, war crimes, bosnia and herzegovina, fighter pilot, tank, u.s. navy, based on true story, bosnian war (1992-95), honor, atrocity, gunfight, combat, behind enemy lines, military, mine field, helicopter crash, action hero, aircraft carrier, reconnaissance, mass grave",https://image.tmdb.org/t/p/original/fZReMWU3zszvaktDUqOoWCzHssZ.jpg,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",28,18.0
26,2034,training day,7.496,"drug dealer, california, police brutality, poker, bratva (russian mafia), war on drugs, drug trafficking, police corruption, los angeles, california, gang member, rookie cop, narcotics cop, mexican american, barrio, cholo, neo-noir",https://image.tmdb.org/t/p/original/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",28,80.0
27,10796,the one,6.105,"martial arts, dual identity, time travel, wormhole, alternate dimension, los angeles, california, criminal, law enforcement, alternate universe",https://image.tmdb.org/t/p/original/gcr3t71KmeXINemMrhaGBGVJPwW.jpg,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,28,878.0
28,15167,barbie in the nutcracker,6.833,"mouse, musical, ballet, based on toy, vienna, austria, the nutcracker, barbie",https://image.tmdb.org/t/p/original/eIkXJggVmzN4MyPgJ2kDjOy9lmQ.jpg,"""Barbie"" stars as Clara in this animated retelling of the classic Christmas ballet, complete with Tchaikovsky soundtrack and ballet choreography.",16,10751.0
29,9397,evolution,6.071,"governor, fire engine, giant monster, grand canyon, alien life-form, shampoo, evolution, high school teacher, government scientist, napalm, primate, advertisement",https://image.tmdb.org/t/p/original/dwIrP544LxJtXToLpzkEa08pIMm.jpg,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",35,878.0
30,9896,rat race,6.263,"casino, road trip, millionaire, eccentric millionaire",https://image.tmdb.org/t/p/original/8ghNCfFbCJjcNSz2K5jOC3eO6ZD.jpg,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",12,35.0
31,644,a.i. artificial intelligence,7.044,"android, prostitute, artificial intelligence (a.i.), prophecy, loss of loved one, extraterrestrial technology, fairy tale, dystopia, adoption, ice age, prosecution, gigolo, hologram, alien, robot, destiny, capture, doppelgänger, robot boy",https://image.tmdb.org/t/p/original/zxUhHQxKRbVLsaHR1V81SWYADOl.jpg,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",18,878.0
32,10833,heartbreakers,6.1,cons and scams,https://image.tmdb.org/t/p/original/bwvec0gRMSpLakcPuxe0RWScNv3.jpg,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark.",35,10749.0
33,1933,the others,7.611,"nightmare, suicide attempt, christianity, shotgun, servant, cemetery, world war ii, nanny, haunted house, bible, channel islands, mansion, soldier, gardener, photosensitivity, 1940s, spiritism, jersey island",https://image.tmdb.org/t/p/original/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",27,9648.0
34,853,enemy at the gates,7.4,"sniper, hero, winter, world war ii, stalingrad, based on true story, nazi officer, battle, bombing, death, 1940s, soviet propaganda, nikita khrushchev",https://image.tmdb.org/t/p/original/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,18,10752.0
35,9428,the royal tenenbaums,7.486,"forgiveness, cigarette, child prodigy, terminal illness, dysfunctional family, family conflict",https://image.tmdb.org/t/p/original/3z2ZIhxcNmL0MhjtGCHRThn1WOi.jpg,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",35,18.0
38,21448,mickey's magical christmas: snowed in at the house of mouse,6.9,"holiday, narration, christmas",https://image.tmdb.org/t/p/original/pjDGKPiaQ0R8wjO8ygZUdIdvZPK.jpg,"When a huge snowstorm leaves everyone stranded, Mickey and all of his guests at the House of Mouse, including Pooh, Belle, Snow White, Cinderella, Ariel and many more of his old and new friends, break out the cookies and hot chocolate to help Donald mend his tattered Christmas spirit.",16,10751.0
39,18269,lady and the tramp ii: scamp's adventure,6.4,"initiation, cartoon dog, dogcatcher, dog pound, firefly, runaway child",https://image.tmdb.org/t/p/original/nS3nhUZUSY8dWEsRmKILfiOC3F0.jpg,"Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",10751,16.0
40,4133,blow,7.364,"drug smuggling, war on drugs, drug trafficking, 1970s, drug addiction, rise and fall",https://image.tmdb.org/t/p/original/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",80,18.0
41,9705,swordfish,6.243,"hacker, hostage, secret agent, terrorism, bank robbery, ex-con, wire, misdirection, aftercreditsstinger",https://image.tmdb.org/t/p/original/mM6h4jMqC4q5IaFgBIGKQDLnRU.jpg,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",28,80.0
42,9778,serendipity,6.913,"new love, soulmates, dollar, fate, destiny, christmas, serendipity",https://image.tmdb.org/t/p/original/srCE5lEIjVEG5eqWg9JcjZCK1aQ.jpg,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",35,10749.0
43,1903,vanilla sky,6.8,"regret, jealousy, amnesia, dream, love of one's life, nightmare, love triangle, virtual reality, ex-girlfriend, surreal, plastic surgery, illusion, face operation, life extension, time, puzzle, flashback, confusion, love, remake, wealth, memory loss, tragic love, doctor, car accident, fear, relationship, heartbreak, freak accident, disfigured face, surgery, lost love, individuality, disfigurement, wealthy man",https://image.tmdb.org/t/p/original/l1MBK6BUkZtjEqceEMubDUtvvK3.jpg,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",14,53.0
44,10972,session 9,6.156,"schizophrenia, massachusetts, psychology, lunatic asylum, pot smoking, coin, tape recorder, cell phone, walkie talkie, security guard, mental illness, asbestos, multiple personality, tunnel, lobotomy, hazmat suit, job",https://image.tmdb.org/t/p/original/A3Au37c3KJX29BDvldzGiYtaU5B.jpg,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,27,9648.0
45,11826,sexy beast,6.977,"spain, gangster, psychopath, heist, money, murder, criminal, retired, hunting, safecracker, leisure, neo-noir",https://image.tmdb.org/t/p/original/9OlmWIEuSec27HiOPuMJASnff6f.jpg,"Ex-safecracker Gal Dove has served his time behind bars and is blissfully retired to a Spanish villa paradise with a wife he adores. The idyll is shattered by the arrival of his nemesis Don Logan, intent on persuading Gal to return to London for one last big job.",80,18.0
46,11845,intimacy,6.329,"hotel room, bartender, new french extremism",https://image.tmdb.org/t/p/original/I0mlv1FahaLJqu2ByffMXEn4NN.jpg,"Jay, a failed musician, walked out of his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon a woman comes to his house for graphic, almost wordless, sex. One day Jay follows her and finds out about the rest of her life. This eventually disrupts their relationship.",10749,18.0
47,2100,the last castle,7.2,"prison, general, military officer, investigation, coercion, oppression, us military",https://image.tmdb.org/t/p/original/9OHuF3SFLc16XnSkosAAlFbI1YD.jpg,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.,28,18.0
48,1365,monster's ball,6.762,"new love, ethnic stereotype, waitress, unsociability, overweight child, parent child relationship, southern usa, loss of loved one, interracial relationship, electric chair, xenophobia",https://image.tmdb.org/t/p/original/rPhs7Mw4ql2CotjxDCwUs5PBPxo.jpg,A prison guard begins a tentative romance with the unsuspecting widow of a man whose execution he presided over.,18,10749.0
49,10866,joy ride,6.494,"gas station, psychological thriller, killer, truck driver, cb radio, road rage, psycho killer, brothers",https://image.tmdb.org/t/p/original/1LVGjf1QWgkNNPQssZtuT1GYKoP.jpg,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",9648,53.0
50,2057,original sin,6.091,"cuba, lover (female), eroticism, coffee grower, sin, denunciation, erotic thriller",https://image.tmdb.org/t/p/original/kcRl79x11oJ53QuUfg4I03nFCiU.jpg,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",53,18.0
51,768,from hell,6.7,"london, england, loss of loved one, drug addiction, jack the ripper, based on comic, united kingdom",https://image.tmdb.org/t/p/original/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,27,9648.0
52,824,moulin rouge!,7.576,"paris, france, nightclub, fairy, courtesan, duke, musical, poet, terminal illness, love, writer, prostitution, death, illness, tuberculosis, bohemian, dance hall, 19th century, 1900s, belle epoque, dying in arms, jukebox musical",https://image.tmdb.org/t/p/original/2kjM5CUZRIU5yOANUowrbJcRL9L.jpg,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",18,10749.0
53,12610,osmosis jones,6.493,"cold, flu, lethal virus, construction worker",https://image.tmdb.org/t/p/original/foZpSG88IQUCEBJE3unc5QzO6bQ.jpg,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",12,16.0
54,12149,frailty,6.972,"rose garden, sheriff, dream, angel, loss of loved one, insanity, 1970s, fbi, texas, grave, flashback, punishment, murder, vision, mechanic, serial killer, demon, religious fundamentalism, gloves, remorse, forced to kill, ax",https://image.tmdb.org/t/p/original/hER3sVCZ9cZRBO0KNI7NbtiLacn.jpg,A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,18,53.0
55,2140,kiss of the dragon,6.843,"martial arts, prostitute, paris, france, drug smuggling, gangster, conspiracy, police corruption, drugs, framed for murder, action hero",https://image.tmdb.org/t/p/original/A1GrGdX4AgCRDweg9X3x8JsZrEc.jpg,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",28,80.0
56,11371,the score,6.701,"quebec, jewel, scepter, customs house, jewelry heist, blueprint, assumed identity, schematic, surveillance camera, one last job",https://image.tmdb.org/t/p/original/fsb4m9XW59mei8GKznvI3lLzcfp.jpg,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,28,80.0
58,11889,iris,6.4,"new love, based on novel or book, love of one's life, retiree, alzheimer's disease, pflegen, aging, love, author, short-term memory, photographic memory",https://image.tmdb.org/t/p/original/sm1ve46SuxDVywnvVEg2XvhvlK8.jpg,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",18,10749.0
59,1921,sweet november,6.875,"workaholic, dogsitter, valentine's day",https://image.tmdb.org/t/p/original/3biEHZSBSYqSkawU2sQyNbLcjgE.jpg,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever.",18,10749.0
61,3172,bandits,6.264,"prison, hostage, bank manager, bank robber, motel, dark comedy, heist, money, prison break, disguises, cement truck",https://image.tmdb.org/t/p/original/67AUAkiT4rbgqN7SNlIJn0zWZqU.jpg,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.",35,80.0
62,1535,spy game,6.909,"vietnam war, palestinian-israeli conflict, cia, china, espionage, spy, cold war, flashback, terrorism",https://image.tmdb.org/t/p/original/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",28,80.0
63,2114,final fantasy: the spirits within,6.171,"future, dystopia, post-apocalyptic future, space travel, battle assignment, alien, downfall, soldier, scientist, fictional war, based on video game, adult animation, military, soul transference, motion capture, female scientist, alien creature, 2060s",https://image.tmdb.org/t/p/original/47b1EwFqqSWxYna7NtUM7iML4oT.jpg,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",12,28.0
64,2043,along came a spider,6.34,"based on novel or book, police, psychology, police operation, sequel, psychologist, whodunit",https://image.tmdb.org/t/p/original/1YtsND7vSNymylnOSzgg3DdVFMB.jpg,"After the harrowing death of his partner, detective and best-selling author Alex Cross has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, Alex is lured back into action. Teamed with the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.",80,9648.0
65,9989,antitrust,6.015,"computer, hacker, technology, minidisc, garage, male friendship, microchip, friendship bracelet, business start-up, computer expert, childhood friends, betrayal by friend",https://image.tmdb.org/t/p/original/9PXyfcJe53A9qFkcj5dkTJwIWoS.jpg,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,28,80.0
66,9991,mean machine,6.235,"prison, sports, amateur football (soccer), football (soccer), football (soccer) coach",https://image.tmdb.org/t/p/original/ripTQsmWQJyccK6zB1dajSY3olv.jpg,"Disgraced ex-England football captain, Danny 'Mean Machine' Meehan, is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. When these prisoners have the chance to put one over the evil guards during a prison football match, Danny takes the lead.",35,18.0
67,15601,scooby-doo! and the cyber chase,7.303,"video game, virtual reality",https://image.tmdb.org/t/p/original/mKmFscYvGLMnZ5TslwxCge5oELO.jpg,"When Scooby and the gang get trapped in a video game created for the gang, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",16,12.0
68,9816,save the last dance,6.532,"ballet dancer, musical, ballet",https://image.tmdb.org/t/p/original/sV8GIxT3BjHIiwgKUNwk1S8VSLa.jpg,"After the death of her mother, Sara moves to the South Side of Chicago to live with her father and gets transferred to a majority-black school. Her life takes a turn for the better when befriends Chenille and her brother Derek, who helps her with her dancing skills.",18,10751.0
69,39939,super troopers,6.569,"alcohol, police chief, highway, radio, cop, broken lizard, drug humor, marijuana, police corruption, vermont, state trooper, aftercreditsstinger, duringcreditsstinger, shenanigans",https://image.tmdb.org/t/p/original/yJyxPItcLNVfYr7idOphQTmQ9hK.jpg,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",35,80.0
